,composition,Charpy impact energy,Charpy impact energy-conditions,Charpy impact energy-units,Elongation,Elongation-conditions,Elongation-units,"Fracture toughness, K$_{IC}$","Fracture toughness, K$_{IC}$-conditions","Fracture toughness, K$_{IC}$-units","Ultimate tensile strength, UTS","Ultimate tensile strength, UTS-conditions","Ultimate tensile strength, UTS-units","Yield strength, YS","Yield strength, YS-conditions","Yield strength, YS-units",parse_comp
590,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.12'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.35'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.25'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.25'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.2'}}]",111.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,18.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1181.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1169.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.08, 0.12, 8.9, 8.35, 3.25, 0.01, 0, 0.01, 0.01, 0, 0.25, 0.2]"
591,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '4.7'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '12.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.13'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.26'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.19'}}]",90.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,18.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1244.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1212.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.08, 0.04, 4.7, 12.2, 3.13, 0.01, 0, 0.01, 0.01, 0, 0.26, 0.19]"
592,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '9.2'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.9'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.7'}}]",,,,8.0,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",%,,,,1874.1,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,1729.4,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15.2, 5.1, 0.01, 0, 0.01, 9.2, 0, 0.9, 0.7]"
593,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.14'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '11.95'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '10.48'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.39'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.11'}}]",28.5,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",J,,,,,,,1812.1,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,1750.1,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 8.14, 11.95, 0.02, 0.01, 0, 0.01, 10.48, 0, 0.39, 1.11]"
594,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.47'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.31'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.2'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.02'}}]",,,,16.8,,%,238.6,,MPa m$^{0.5}$,1465.5,,MPa,1389.7,,MPa,"[0.03, 0.01, 0.01, 12.47, 8.31, 2.2, 0.01, 0, 0.01, 0.01, 0, 1.03, 0.02]"
595,"[{'element': 'C', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '7.4'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.7'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.28'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",,,,14.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",%,,,,2025.7,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,1502.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,"[0.24, 0.01, 0.01, 8.9, 7.4, 1.7, 0.28, 0, 0.01, 13, 0, 0.03, 0.03]"
596,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '7.7'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '12'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.06'}}]",,,,19.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1041.1,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1010.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.07, 0.1, 7.7, 12, 3.02, 0.01, 0, 0.01, 0.01, 0, 0.08, 0.06]"
597,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.3'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.2'}}]",20.3,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",J,9.0,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",%,,,,2112.5,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,2043.6,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15.1, 5.1, 0.01, 0, 0.01, 15.3, 0, 0.03, 0.2]"
598,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.32'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.05'}}]",227.8,,J,18.1,,%,,,,,,,1281.5,,MPa,"[0.04, 0.01, 0.01, 12.51, 8.32, 2.22, 0.01, 0, 0.01, 0.01, 0, 1.06, 0.05]"
599,"[{'element': 'C', 'actualWeightPercent': {'value': '0.19'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.49'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.53'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.96'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.48'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.33'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '14.95'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,19.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,137.8,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1738.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1218.4,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.19, 0.01, 0.49, 12.53, 0.96, 1.48, 0.33, 0, 0.01, 14.95, 0, 0.03, 0]"
600,"[{'element': 'C', 'actualWeightPercent': {'value': '0.13'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '1'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.25'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '15.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '4.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,10.0,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",%,,,,1339.8,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",MPa,1062.6,"{'name': 'Temperature', 'scalars': [{'value': '950'}], 'units': '$^{\\circ}$C'}",MPa,"[0.13, 1, 0.25, 15.5, 4.2, 2.75, 0.01, 0.1, 0.01, 0.01, 0, 0.03, 0]"
601,"[{'element': 'C', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.41'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.28'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.49'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '3.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,15.5,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",%,,,,1240.2,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,1102.4,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,"[0.27, 0.27, 0.01, 0.41, 8.28, 0.49, 0.07, 0, 0.01, 3.9, 0, 0.03, 0]"
602,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.31'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.02'}}]",,,,17.3,,%,,,,1471.7,,MPa,1407.6,,MPa,"[0.03, 0.01, 0.01, 12.51, 8.31, 2.22, 0.01, 0, 0.01, 0.01, 0, 1.06, 0.02]"
603,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.57'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.29'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",81.3,,J,17.0,,%,,,,1288.4,,MPa,1260.9,,MPa,"[0.03, 0.01, 0.01, 12.57, 8.29, 2.22, 0.01, 0.01, 0.01, 0.01, 0, 1.05, 0.01]"
604,"[{'element': 'C', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.62'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.37'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.2'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '6.15'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '10.2'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,12.0,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",%,,,,1650.9,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,1258.2,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,"[0.1, 0.62, 0.37, 12.2, 0.01, 6.15, 0.01, 0.03, 0.01, 10.2, 0, 0.03, 0]"
605,"[{'element': 'C', 'actualWeightPercent': {'value': '0.09'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '2.8'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.32'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '17.48'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '4.44'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.9'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,13.0,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",%,,,,1296.7,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,1136.5,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,"[0.09, 2.8, 0.32, 17.48, 4.44, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.9, 0]"
606,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,13.0,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",%,,,,1894.8,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,1378.0,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
607,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.13'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.14'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '4.8'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.21'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.33'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,19.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,104.6,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1639.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1245.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.13, 0.14, 4.8, 0.21, 0, 0.01, 13.33, 0, 0.03, 0]"
608,"[{'element': 'C', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.41'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.28'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.49'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '3.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,15.0,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",%,,,,1136.9,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,1012.8,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,"[0.27, 0.27, 0.01, 0.41, 8.28, 0.49, 0.07, 0, 0.01, 3.9, 0, 0.03, 0]"
609,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '17.4'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '4.97'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '7.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.13'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.5'}}]",,,,8.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,2404.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,2356.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.05, 0.05, 0.01, 17.4, 4.97, 0.01, 0, 0.01, 7.9, 0, 0.13, 1.5]"
610,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.28'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.2'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.05'}}]",112.5,,J,19.0,,%,,,,1316.0,,MPa,1254.0,,MPa,"[0.03, 0.01, 0.01, 12.51, 8.28, 2.2, 0.01, 0.01, 0.01, 0.01, 0, 1.05, 0.05]"
